# These are DE genes for all 3 cells types with a 
# p value of less than 0.05.  
> aCTB	M
16860334	-1.121107875
16763032	-1.32822125
16744731	1.131537625
16717835	0.7583455
16937411	-1.103308
16827574	0.869716375
16940154	-1.68532725
17107697	1.10825025
16885041	-0.893673125
16732296	-1.447764625
16934012	-1.215664125
16976177	1.10304125
16979024	1.0002255
16999475	2.12298775
16977770	0.852028
16872915	1.49885075
16881634	-1.388911375
16676150	1.38737725
16672279	0.898887625
16973578	0.61668075
17039907	-2.86585675
16849567	0.862868
17074988	0.969303625
16922292	0.585610875
16849597	1.06290475
16862107	3.707823125
16673323	1.819714875
16768857	-0.825569625
16674845	-1.0739645
16878616	1.927175875
16658231	-1.0839975
17024414	1.405292
16909042	1.501788375
16788669	2.827650375
16671642	-1.373482
16928699	1.094516375
17012182	2.64287825
17084669	-1.48818375
16782687	-1.063065375
16872832	1.8076725
16870443	-1.51802825
16755692	1.31656625
16925749	0.901746375
17009399	0.742586125
16700343	-1.178045625
16963542	1.865753375
16665932	-1.410258125
16945101	0.72092825
17000129	0.798362
16693996	-0.92314575
16746057	1.95965275
16885874	-1.337566125
16667303	0.944758875
16778703	1.180057875
16783920	-1.329663625
16683817	1.1299415
16924327	1.143252
16960517	0.9091275
17059840	1.7743305
16706641	-1.117418875
17106574	0.768925625
16900053	-0.8283245
16910081	0.572531875
16708402	-0.775224375
16992557	1.11487475
16705174	2.35715125
16819244	-0.901955875
17112675	1.550354875
16881031	-2.079300625
16916367	0.832892375
16788683	2.696316375
16870978	-1.720935125
17020152	-0.7822555
17086540	-0.738247375
16672864	1.228266875
16960149	1.224314625
16978387	-0.799949125
16925057	1.16919075
16729444	-1.1160955
16835158	1.55641875
16718077	-1.242977125
16698947	-2.80620375
16869939	-1.52617125
16748292	0.921995375
17070653	-1.953517875
16834196	-0.881692625
17029745	-0.74932725
16926644	0.949455125
16808940	1.10417
17111738	1.765174375
16716718	2.5222725
16948087	1.427032125
17117399	0.95698725
16980528	0.5740815
16734762	-1.444221
16776045	1.392381625
16984801	-4.632475375
16678322	-0.714608875
16959925	0.734682
17085082	-0.91243925
16733288	1.227966875
16700798	-1.13017075
16976798	1.694173125
16779975	-3.211988875
17004721	0.945502
16760868	-2.20838925
16877133	-1.064747375
16872926	2.0503635
16886448	0.78791725
17071188	-1.591863875
17023414	0.9988935
17112969	1.209767625
16878284	-0.864703375
16800707	1.508905375
16921591	0.982578625
16775883	-1.1078295
17078539	-1.566377125
16781573	-1.903618125
16806844	2.508203125
16709201	0.74190825
16678867	-0.7014395
17096728	-0.96080025
16922047	0.938811875
17016760	-1.105047375
17036173	-1.105047375
17083277	0.745476125
16962754	1.426205375
16836735	0.7406995
16840448	0.734047625
16832168	-0.77759575
16732428	0.639899875
16736167	0.892388375
16666485	-3.417208125
16828640	-2.0733935
17073259	-1.557655
16901716	1.127483625
16993458	0.88370825
17105847	1.42434
16748304	1.203907875
16813429	-1.035705625
17010625	-0.6730455
16683712	1.22762075
16814121	1.474674375
16859395	-0.935151625
16905371	-0.945432
16948738	0.645385375
16740707	-0.74233825
17015033	-0.83277825
16966514	1.737107625
16776160	1.319138375
16807976	1.253018875
17060143	-1.50768725
16788758	1.651009625
17006222	-1.16455925
16853631	0.901852125
16739259	-0.872394875
17013276	1.82415775
16824572	-2.226502125
16938527	1.38182325
16690843	0.577106625
16884607	1.146652
16743922	1.56717675
17097308	-1.180053875
16726420	-0.747004875
17052850	0.843342875
16774188	-0.750059875
17095284	0.72846825
16863884	-0.78303325
16687638	-0.627658375
16780783	1.413912375
16738409	0.745398
17072943	1.433523125
16665439	1.938090125
17102689	0.734345625
16994373	-0.61576075
16987798	-0.800587125
16701841	-1.15482075
16996684	2.425284875
16847711	1.690918625
16965915	0.970263375
16829570	1.316149125
16888912	1.021700625
16974588	0.9773425
16723393	-1.4200705
16662123	-1.0530945
16707202	-1.34503375
17108067	-1.1234225
16675398	-4.40684225
16866574	-0.641501625
16972764	-1.067626625
16975333	-1.280272125
16658655	-1.01869125
16658184	-1.004599
16824046	1.067808375
16988651	0.7997635
16884956	1.279047
16783144	0.6977645
16919158	1.037862
16987377	-0.906773375
17050154	1.595594875
16962921	-1.2526955
17060758	1.1375085
16692764	0.759821875
17084184	0.984637375
16850904	-1.096753875
16898924	0.77734325
16958144	0.903187875
16943336	-2.1042095
16689182	-0.992033875
17074010	1.131687375
16956244	2.033846625
16814128	1.494240875
16793024	-1.247173375
16971737	2.39943675
16827123	-1.515281625
16847095	1.219368375
17114272	-1.69006375
16858321	-0.7321105
16712292	-1.349608875
16971308	-0.832540375
16904827	3.568355875
16914509	1.27000525
16662584	0.9799385
16899764	-1.747026625
16928212	1.094060875
16991221	-0.661736875
17070229	1.233817625
17079317	0.74838025
16947343	1.347821
16844207	-1.12091775
16704581	-0.800518875
16713813	-0.800518875
16957738	-0.76338625
17022529	-0.688730125
16788657	3.141688
16987361	-1.6541345
17094120	-1.555867125
16814498	-1.966811375
17096595	1.231713375
16886174	2.331151
16661314	-1.271712875
16761293	2.202819375
17048450	1.947716
17107643	1.0247785
16875034	-1.183008875
16919547	-5.002761625
16788610	2.029883875
16860920	-0.958254125
16866394	-1.757867625
16855673	1.304680625
17064325	1.37123675
16860888	1.414903625
17020703	1.22161625
17068139	-1.363671375
16808696	-1.6549155
16947287	-1.536173625
16868679	-0.700643375
16746992	0.87597925
17089056	0.683028
16673191	1.03823
16788616	2.59027625
17085951	-4.033822625
17045001	0.76245725
17018995	0.58122025
16664445	-0.690777
16794030	0.632330375
16959805	-1.771212375
16778355	-0.905806
16912975	0.538467125
17002846	-1.230528
16972198	1.948506875
17000525	1.231745375
16858386	-0.6901255
17067031	-1.724607625
16947904	-1.068671
17105914	2.37426475
17083144	1.058559
17027101	-0.773402125
17112996	-0.998803375
16969686	1.063240875
16787279	0.824581875
16876017	1.585087375
17015752	0.796954375
16729188	0.70407575
16774460	-0.685737625
16743978	1.839293
17092490	1.37160225
16919508	1.034942625
16811832	-0.570609875
16851565	-1.595767375
16873632	-1.223483125
16742671	-0.84157775
16894911	1.679704375
17113463	1.870423
16777896	-0.798522625
16761807	-1.673270625
16672920	1.53028025
16826539	1.154098
16884204	1.14653025
16856812	0.671558875
16677071	-1.798993
16977045	-4.074988125
17113079	1.856518125
16905590	-1.087482875
17006118	-0.538559375
17032866	-0.538559375
17040371	-0.538559375
16842637	-0.888866625
16936624	-1.0875225
16904223	0.71866
17080897	1.32801675
16922648	-0.647199625
17061972	-1.07358375
17079037	0.94740975
16843049	-1.4080245
17094743	-1.5950405
16938630	1.1490745
16743374	0.63102275
16691177	0.946156375
16957396	-1.177104375
16902147	0.79262875
16913315	-0.739259625
16662685	-0.872708
16788618	3.415180375
16875776	-0.7930865
17076063	0.8116145
16836753	1.145295125
16786650	1.723775375
17000465	0.738788125
16973301	1.126965625
16744138	2.488907375
17043727	1.435707375
16958864	-0.486079375
16911525	0.660462625
16929677	-1.050169
17023095	0.8732955
17051626	1.3719295
16815985	1.327815625
17032433	-0.71760625
16846714	0.63267625
16934109	1.048829875
16987253	1.231103875
16939283	0.57103425
16725101	1.096811
16881199	1.471089875
16666545	2.086673375
16887810	0.77845075
17101587	4.16466725
16982775	-0.544087875
17102210	-1.2565245
16732067	0.9325825
16839294	-0.853927125
16701782	0.57642175
16882507	0.99543275
16899079	-0.808968625
16718126	-2.080534375
16732676	-1.31707725
17101292	2.442898625
16849298	-2.421008875
16996545	3.32335625
16860047	-0.572613625
16996133	1.42674625
16717869	0.76129775
16692073	0.920763
16822466	-0.791435
17023795	1.036101125
16716895	0.596404
17042443	-0.770609
17118262	0.817011375
16750360	0.76234375
16952118	-0.80334575
16986632	1.828057
16943944	1.907208875
17074781	-0.675619625
17067135	0.78917475
16791455	1.038631125
16985637	-1.056445625
16760953	-1.107705875
17078558	1.070662625
16689332	-1.426639625
16776431	-1.00775425
16968077	-0.96685475
16918485	0.57652375
16739208	-1.090803875
17092081	-1.21245
16823255	-0.73746075
16711484	-1.17085525
16739763	-0.763771625
16666835	-0.583462625
16875518	-1.2426365
17085635	1.201786125
17090109	-0.88688225
16900635	-1.428022625
17024746	-0.927932625
16736679	-1.404156375
16730021	1.301855125
16737717	0.947726
16955442	-0.6562095
16964549	0.816373625
17003065	-0.953616625
16864181	-1.03945225
16877413	-0.864237375
16781370	-1.300573
17113320	1.0851985
16798208	1.763085125
16734355	-0.8139405
17101341	0.859832125
17014364	-0.96915475
16834921	0.9166745
16796375	1.22955275
16707791	0.9729745
16926847	-0.842306375
16741287	0.8887775
17091397	-0.620766625
17081708	0.9620325
16930077	0.548898625
17107717	0.95004675
17052749	0.51985725
16714699	2.418903875
16701077	0.679027
16888349	-0.914530625
17020019	0.909944125
16859840	-0.665864
16963220	1.32930925
16831306	1.42088675
16983692	1.3497615
16899985	1.079030125
16660700	0.81003775
16886854	1.122355
16836684	0.756629875
16734877	1.219898625
17105347	0.8069005
16995281	0.791023
16937626	-0.983900375
16881069	-0.694819625
16751491	-1.2046835
16788649	3.240246375
17114334	2.43417375
17034236	-1.11401725
16856453	-0.746169625
16814779	-0.968296375
16780929	-1.090389625
17016379	0.837254125
16916261	1.1406685
16933774	-0.913626125
16903552	0.790481125
16755652	-1.773271
16976815	1.023701125
16688269	1.187118
16785696	0.76092025
16806834	-0.7255695
16665757	0.793120875
16825956	-0.977553375
16838094	-0.998394125
17088838	0.574656625
16666965	-0.816268625
16875200	-1.2245545
16695392	-2.64986175
16988174	-1.0401065
16674185	-1.22339675
17071119	0.780332
17015647	4.07327425
16710674	0.545438625
17095703	-0.881225875
16850294	1.2627085
17061582	-0.775782875
17039217	-0.833918375
16859583	-0.974573375
16997383	0.978814875
16816343	0.858334375
16852573	1.359108375
17063922	1.290353875
16864905	2.41449075
16911283	1.465509125
17069481	0.70230575
16978793	-0.95629075
16790464	-0.803083375
16811994	0.98838175
16722562	-1.37385625
17003748	-0.594931875
16954567	0.884541125
16792998	-1.29886175
16837226	1.549962875
16970176	0.833005625
16989367	1.869877625
17074567	0.96314575
16757710	-0.646165625
17108959	-1.451662625
16768297	1.204968625
16990534	1.90839925
16778745	-1.39967
16989380	-0.8874445
16775588	1.039801875
16955887	0.818306
17007543	-0.95281775
17016221	0.771859
16788821	0.976767625
17006949	0.94691625
17065811	0.965466
17069521	1.1159135
17106997	1.31264425
16716438	1.092057625
16702351	-1.185611375
16867505	-0.784652625
16759087	-1.487376
16824989	-1.1455255
16902690	-2.363846875
16802064	0.628977
16928064	0.955487375
16772240	1.185019625
17104578	2.092235125
16992265	0.998105125
16699533	-0.600983125
16903090	1.092115375
16708728	0.73362675
16757160	-0.931816625
17083295	0.54571775
17000358	0.540969125
16789536	-0.4404615
16771560	0.771870375
16892781	0.933464375
16761874	0.95152325
16969766	2.019018125
16794158	-0.770063
16875991	1.36319975
16972950	-1.223796625
16860971	-1.971742375
16696187	4.070441375
17085672	0.890921875
16742550	-1.078682625
17111025	-0.9842495
16794846	1.133442625
16819827	-0.650606
17040037	-2.3085035
17045425	-1.181500375
16901957	1.48740175
16766093	-0.8575885
17088957	-1.220903
16658479	-0.504202125
16769362	0.86025575
17095882	-4.115385375
16989977	0.76598375
16867370	-1.12134675
16713572	1.012116375
16692620	1.271715
16664281	0.710626125
17058394	0.988867625
16684331	-0.738900625
16966279	1.19978025
16720760	-2.240698625
16820601	0.892856
16707026	1.071299625
16851461	0.91110575
16687487	-0.534280875
16953241	-0.691062375
16797595	-0.76729325
16739552	0.8828045
16788296	1.116584375
16902052	-0.6320475
16726533	1.457354125
16832319	0.879276375
16774764	1.556193375
16668622	-2.367445125
16842701	0.992871375
16713309	-0.921368375
16715710	0.719077875
16777992	0.998133625
16951150	-1.123709
16800374	-0.63868575
16747731	-0.89734575
16698816	0.703379625
16959363	0.69255175
17108056	0.708797875
16818724	-1.011697625
16763138	-1.16464025
17091932	0.6696935
16695578	0.758798875
16733995	-0.632505375
17059165	3.11763425
16862986	-0.612067625
17001654	-2.181099875
16838509	-0.8234605
16798688	-1.198984
16861193	-1.40417
17113110	0.7709955
17065158	0.53011875
16859832	-1.042249
16774724	1.93769425
16719892	0.699396375
16947850	-0.701920875
16671738	0.576
16712458	-0.659926375
16822109	1.164410375
16884285	1.288675375
16858169	-0.8407285
16729240	1.324056375
16822864	1.446603125
16948540	0.762018
16806823	-1.051065
16916901	-0.850899125
16810523	-0.691587375
17102396	1.577508625
16860214	0.743908625
16954817	1.30621325
17023118	2.49903
16787831	-1.8807625
16870658	-0.997687375
16831046	1.02516425
16787902	-2.073780625
16777777	-1.30513425
17077821	2.361515
16707503	1.37598
17094252	0.85181875
16971910	-3.815255125
16657680	-0.558624375
16755908	-1.146117875
17110289	-2.478626375
16888610	1.388944
16664912	0.80593175
16719233	-0.588318375
16880414	-0.745053375
16870667	-0.681341875
17069728	2.200331125
16740608	-0.58837175
16972710	-0.895591375
16892918	-0.8164845
16890602	0.726305625
16825970	-1.39641275
16901624	-0.5921685
16958236	-0.806913375
16895622	-0.68446925
16680575	-0.57461475
16854727	-0.941625625
16995890	0.6260215
16968797	-0.713809375
16746808	0.70685375
16665621	1.80164125
16741173	-0.72740025
16959386	-1.538006125
16734958	1.61424325
17021407	-0.767450125
17093042	0.843838375
16827566	0.688135625
16689678	0.83533125
16915173	-0.75220725
17044414	1.553964875
16933378	0.695698125
16979638	-1.2417185
16914062	-1.217877
16788574	2.6509673
17042650	-0.562940625
16812245	-0.86732975
16770915	-0.808910125
16670185	2.196548375
16863041	-0.467132875
16755225	0.78108175
16852008	0.96931625
16699392	-0.622657625
16822001	-0.649261125
16674742	1.400431
16756163	0.697412125
16705011	-3.203923875
16912130	-1.690907125
17000235	-2.075916125
16794297	-0.65269975
16663812	-0.7329005
16779311	1.113622
16683719	1.127942625
16923842	0.820483375
16837044	0.949340875
16771652	0.689237875
16955064	0.897743625
16838107	-0.928589
16792226	-0.708321375
16713674	0.641311
17061430	0.94856875
16822208	0.621597
16722162	-1.003327625
16851900	-1.12038125
17020258	4.265694625
16989018	0.791043375
16872551	-1.29302875
16808149	0.70932625
16835672	-0.812785375
16866724	-0.52285675
17041240	-1.671062
16837308	-0.699333625
16708780	0.676912875
17029847	-2.254253125
17001757	-1.6968795
16920244	0.9554015
17046601	-0.791022
16935455	-0.680581625
17067361	-2.3246465
17058233	-0.7359685
16881161	-0.933157125
16717397	0.479211
16789452	-0.630500375
16944339	-0.72328625
16715409	0.7203175
16709223	-0.479363625
16723062	1.00885575
16705064	-0.978372125
17065958	1.480499625
16751655	-2.102869
16948712	1.204755875
16974524	-1.86457675
16685076	0.728802875
17110437	-0.5672545
16989663	0.677935625
16793678	-1.09008125
16696094	-1.400238375
16860499	0.8578145
16843728	0.76929025
17059932	-0.659832875
16984365	0.79431525
16826552	-1.17282725
17037192	-1.47107325
17033617	-0.885753125
16891575	0.762846875
16753125	-0.826254875
16852773	-0.7923775
17001448	0.83317225
16867784	-3.548065875
16866383	1.07935075
16791669	0.672768875
17019048	0.620728875
16767513	-1.358302625
17076415	-0.837287125
16692362	-1.1834925
16769972	0.971563
16698466	-1.466133375
16949907	1.388464
16672457	-1.6462895
16662968	-0.684507125
16922176	0.707535375
16966548	1.3639225
16691627	0.82781475
17007763	0.66899225
16763939	0.711910625
16857340	-0.55424775
16863968	1.16030925
16773197	0.724009125
17018256	-0.54447925
16854904	1.168155
16794177	-0.81232
17102183	0.661316625
16788620	2.4993052
16801075	2.26328
16925406	0.56144925
16817692	-0.697583375
17042844	-0.851475875
17009853	1.047411875
16769569	-1.250482
16833139	0.8766685
16673268	0.874783125
17055216	1.281100875
16956199	-0.647093125
16976029	2.446754625
17062255	-0.991012875
16697962	-1.076675875
16951850	0.79547825
16852274	-0.937145
16791821	-1.386983
17084710	-0.9326945
16922899	1.0190675
16728336	0.585094
16856421	-0.58374925
16976821	2.465793875
17095656	-1.11507275
16973934	1.01165425
16685295	2.19708825
16936607	-0.544209875
16922959	-0.988008375
16829728	1.131291125
16941885	0.661552375
16849400	-1.020663375
17012392	1.791999875
16950877	1.316101375
17103282	-0.83086025
16898326	0.8611375
16925859	3.552368625
17111366	0.737237875
16735801	0.5126315
16861047	-0.584783875
16715631	-0.777942
17044442	-1.03832825
17074259	2.65166075
16683700	1.424224
16770961	-0.632544875
16781248	0.63176075
16737244	0.484491625
16807139	0.918565125
16819082	-1.0610275
16668439	0.678912625
16912140	0.499663
16977925	1.550450875
17031153	-0.899324625
17062230	-0.986895375
16870581	-0.718333375
16824865	0.96383175
17033646	-2.242033375
16976362	0.583795875
16837270	0.7943595
16896343	0.8739555
17081706	1.4093215
16683739	0.56226425
16918011	0.740924125
16909828	1.595499875
16942743	0.56927675
16798842	0.85341425
16717412	0.5215765
16881838	-0.794957375
16962584	-1.02438275
16682829	-0.723142
16748707	1.085733875
16726439	-0.55980575
16674025	-0.789435
16683605	-1.44891775
17028326	-2.29589325
16816901	1.048219375
16865022	1.3210315
17110315	-2.826464375
16781614	0.71868725
16846928	0.562864
16829874	-2.08107725
16938378	0.904869875
16837382	-1.589438125
16811500	-0.47303875
17097661	-1.19147575
16840113	-1.785224
17117674	1.38618325
16679596	0.6922325
16736638	0.675419125
16668109	1.857019625
17070456	-1.742424375
16667037	0.97989625
16688323	0.634860125
17027091	-0.70885775
17029735	-0.70885775
16701156	0.90017525
16756431	-0.672336625
16802429	0.92156925
16832920	0.695212125
17027187	-2.34271575
17034851	-2.34271575
17037331	-2.34271575
17059955	1.81741425
16686774	-2.04606175
16669255	1.08634
16800980	0.746581625
16916863	-1.1546595
16679499	0.511675875
17113744	-0.77392425
16780423	-2.511328875
16818600	1.13420225
17089147	0.945262875
16871467	-2.763841875
16778325	1.0099095
16758879	-0.5710505
16867579	0.755790375
16788693	2.122840625
17117420	3.21060275
17088511	-0.849628125
16879408	1.04930475
17013507	0.80200925
16699877	0.81324825
17019707	-1.18292975
16730996	1.369647
17103837	-0.95796275
16859538	-0.709074
17025487	0.820185625
16773681	-3.336499125
17107293	0.5963725
17012963	0.784625625
16743735	-2.506304125
16922385	0.642575375
16670774	0.7829065
17079830	0.571801625
16732880	-0.73037875
16955771	0.488616875
16852982	1.18889275
16795755	1.044192
16716213	0.78943525
17044997	1.147399125
16947418	0.580362375
17065418	-0.471887875
16859300	-0.59076775
16973331	-0.609691
16979256	-0.544704125
16722799	0.686274625
17025215	-0.581260125
16958065	0.869060375
16684812	0.720650625
16769777	-0.589047625
16753342	0.682522375
16860992	-1.134909875
17018039	-2.160029375
17032533	-2.160029375
17115207	-0.710766375
16844999	-0.568935875
16660156	-0.616716125
17059696	2.359844125
16830182	-0.772072125
16831667	-0.566726
16744174	0.753580875
16762692	1.104983375
16826692	0.81747525
16766260	0.54102375
16737105	-2.22391575
16716302	0.795307125
16690343	0.70927225
16824825	1.0385795
17012546	-0.8152345
17037303	-1.190482
16860168	-0.72182075
16816034	0.677074125
16928293	-0.67623625
16780859	0.993082625
17078651	-1.292269125
17096242	-1.272045875
17048563	3.1515415
16917291	0.61893
16695490	-1.372903375
16895471	0.810161375
16894539	0.660532375
16970762	2.377330125
16887840	0.777191
16810743	0.5926
17018530	0.703895625
16833689	-0.7233005
17023180	1.08774525
16699833	0.4955745
16906175	2.178192875
17047795	2.585535875
16796325	0.463070125
16999011	-0.763514375
16960585	-1.63286375
17033639	-1.254600125
16924339	1.954314125
16931569	-0.527846125
16693014	-0.72795725
16869506	-1.323962875
16822256	1.008839625
16820388	-0.70265375
16702705	2.44064025
16799760	-0.46786375
16966649	-0.525614
17084838	-1.111548875
16668960	-0.862478125
16811372	-0.802869
17118364	-0.604385125
16795794	1.691611
16906419	0.766767125
16722299	1.164132875
16746203	-0.848647875
17094613	0.7380885
16962272	1.12094425
16756334	0.724125125
16699904	0.713115375
17027082	-1.93736075
16826040	1.068386375
16929416	-0.674129125
16716478	-3.182704125
17060061	-0.8439035
16935427	-0.637471375
16890099	-1.434617625
16803436	0.6234045
17050683	1.157783625
16981760	-0.8082665
17086418	1.376814625
17077723	-2.882145625
16794326	0.531127
16725656	-0.672019375
16814901	0.662247625
16671166	0.632764125
16948589	-0.743860625
17050414	0.69187675
17082676	-0.68032825
16924878	-1.154229625
16815447	-0.723385375
16725393	-0.507235375
17025595	-0.9553765
16992412	-0.992427375
16810322	-1.377208125
16997802	1.5859865
17090394	0.8611605
17015240	0.89704975
16830577	-1.485593875
17066921	-1.171902875
16997853	2.13201875
16860430	-0.56760675
16753191	-0.44057525
16914859	0.748918375
16995534	1.38923425
17052823	-0.857315375
16977052	-3.12949325
17118386	-0.920551875
16852294	-0.593352
16844634	-0.6463185
17056358	1.111331875
17048228	0.500374125
16874512	1.317145875
17056211	0.747722125
17032423	-0.706741875
17037218	-0.706741875
16688665	-1.259956125
16694178	0.48925175
16877097	2.174353125
16894930	0.593506875
17080648	1.704816125
16816687	1.257815125
16739796	-0.663217
16794935	-0.55860375
17026109	-1.037034375
17027344	-1.037034375
16719417	1.119185875
17025664	0.599631625
16861465	0.59388675
17042548	-2.074408625
16684222	0.824281625
17029712	-1.631896625
17039914	-1.631896625
16674973	0.790320625
16834545	-0.904545
16823353	-0.693832
16713754	-1.3559935
16959871	0.912086
16874978	-0.667721
16817328	-1.0886425
16834243	-0.619685625
16677104	0.721318
16721055	0.81600075
17023551	1.19833825
16713187	0.96496625
16894824	0.591794875
16825449	1.041723625
17018011	-0.94895775
16945582	-0.691136625
16702479	0.74732875
16697119	0.560283375
16661956	0.609434625
16811469	-0.6848615
16824366	0.542815625
17056963	1.608947
